dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,label
-1.7789341654861346e-05,-3.43037027050741e-05,-5.565494211623445e-05,0.0001431343553122133,4.8609712393954396e-05,-9.964839591702912e-06,-0.00015865381283219904,-1.8928149074781686e-05,-6.78841897752136e-05,3.947595541831106e-05,-0.00014279450988397002,-1.7845066395238973e-05,-3.8653193769278005e-05,1.745139161357656e-05,-1.6896250599529594e-05,-3.127994204987772e-06,-6.964233034523204e-05,0.0001256586838280782,-5.508440517587587e-05,-7.006809755694121e-05,1.0
3.1102143111638725e-05,-0.0001030713610816747,-8.147531480062753e-05,-3.578386167646386e-05,1.3601570572063792e-05,-1.673470251262188e-09,-4.855100632994436e-05,-5.675858119502664e-06,-1.782343679224141e-05,4.506616460275836e-05,1.7244072296307422e-05,-0.00013210505130700767,3.1451469112653285e-05,-0.00010496331378817558,6.364760338328779e-05,2.6127323508262634e-05,2.1862262656213716e-05,5.451935066957958e-05,3.3419222745578736e-05,2.3435952243744396e-05,2.0
-1.7636737538850866e-05,-2.251856312796008e-05,-5.857519863639027e-05,0.00015573130804114044,3.6888533941237256e-05,1.15479724627221e-06,-0.0001486031396780163,-2.2102220100350678e-05,-5.7248184020863846e-05,3.088299126829952e-05,-0.00016771667287684977,-1.961957423191052e-06,-4.5556364057119936e-05,3.114885475952178e-05,-2.8908925742143765e-05,-4.548026481643319e-06,-8.363091910723597e-05,0.00010544931865297258,-6.786001904401928e-05,-8.68451752467081e-05,1.0
2.7940499421674758e-05,-0.00013211986515671015,-5.85320194659289e-05,-2.458855669829063e-05,2.915684672188945e-05,4.6856039261911064e-06,-3.315170397399925e-05,7.182745321188122e-06,-2.7507579943630844e-05,4.9837384722195566e-05,2.332763142476324e-05,-0.0001284520112676546,4.3681815441232175e-05,-8.376420009881258e-05,5.6982880778377876e-05,1.4502615158562548e-05,1.5030882423161529e-05,8.611372322775424e-05,6.188434781506658e-06,3.5779648897005245e-06,2.0
-5.308485924615525e-05,6.764729914721102e-05,-3.364778240211308e-05,-8.781338692642748e-06,-8.549080666853115e-05,6.022268644301221e-05,-4.2695955926319584e-06,-5.157120176590979e-05,4.533332685241476e-05,-3.2668809581082314e-05,-5.411740130512044e-05,1.1414355867600534e-05,4.8779074859339744e-05,-3.351406121510081e-05,-3.480318628135137e-05,6.691671296721324e-05,-5.687659722752869e-06,3.190657480445225e-07,3.4242802939843386e-06,-2.0344905351521447e-05,6.0
3.0193725251592696e-05,-4.812853876501322e-05,-8.531028288416564e-05,6.213027518242598e-05,3.346563971717842e-06,-3.125585135421716e-05,-2.0401826986926608e-05,-3.2117750379256904e-05,-5.9393867559265345e-05,6.336497608572245e-05,-0.00010462343925610185,-1.0711137292673811e-05,-3.9513688534498215e-05,-1.2524593330454081e-05,-9.660485375206918e-06,1.5397295101138297e-06,-7.718428241787478e-05,6.852426304249093e-05,1.306242666032631e-05,-2.4681143258931115e-05,1.0
2.154320100089535e-06,-9.466654591960832e-05,-6.336972728604451e-05,1.1969961633440107e-05,2.4258859411929734e-05,8.131934009725228e-06,-3.947625373257324e-05,1.401798363076523e-05,-5.202587999519892e-06,3.392663347767666e-05,-1.5323546904255636e-05,-8.06834505056031e-05,3.8962127291597426e-05,-7.182591070886701e-05,2.6067087674164213e-05,8.124225132633e-06,9.432971637579612e-06,8.44596725073643e-05,-1.4550530977430753e-05,-1.6542775483685546e-05,2.0
3.429478965699673e-05,-3.436403494561091e-05,-5.7720739278011024e-05,9.74085705820471e-05,-3.36426637659315e-06,3.0639261240139604e-05,-4.442905628820881e-05,-3.115711297141388e-05,-4.7502289817202836e-05,3.863079837174155e-05,-7.825509965186939e-05,2.525745367165655e-05,-8.028610864130314e-06,-1.5010868082754314e-05,-2.4990014935610816e-05,1.267164134333143e-05,-6.729166489094496e-05,6.958979793125764e-05,-1.5183210962277371e-05,-5.059832619735971e-05,1.0
-8.432899630861357e-05,8.124737360049039e-05,8.641368913231418e-05,9.59686585702002e-05,-6.324538117041811e-05,0.0001646531600272283,-6.448754720622674e-05,1.4965398804633878e-05,1.0911837307503447e-05,-3.5951947211287916e-05,-7.576111966045573e-05,7.099866343196481e-05,4.87774632347282e-05,-4.6821100113447756e-05,5.732858699047938e-05,0.00013078289339318871,-3.160024789394811e-06,3.160790947731584e-05,-3.1958006729837507e-06,8.19631532067433e-06,4.0
5.878879164811224e-06,-1.0333653335692361e-05,-5.131505531608127e-05,3.7748577597085387e-05,5.727855386794545e-05,0.0001723557070363313,-6.597411265829578e-05,-1.8407961761113256e-05,-9.007073822431266e-05,7.558010111097246e-07,-9.40268364502117e-06,1.3956726434116717e-05,2.8927648600074463e-05,-6.209099956322461e-05,3.768134774873033e-05,0.00010318899876438081,-2.2698568500345573e-05,2.459515235386789e-05,-5.39971370017156e-05,5.2559957111952826e-05,5.0
-9.410669008502737e-05,8.744798833504319e-05,9.188054536934942e-05,9.355868678539991e-05,-7.269786146935076e-05,0.00016661599511280656,-7.265819294843823e-05,3.0811410397291183e-05,1.7325444787275046e-05,-5.426236748462543e-05,-7.58941750973463e-05,8.07381875347346e-05,5.864764534635469e-05,-5.381213850341737e-05,6.852603110019118e-05,0.00014322252536658198,5.027031875215471e-06,3.3094638638431206e-05,-8.424227416981012e-06,7.468614057870582e-06,4.0
-2.2116242689662613e-05,-3.0435521694016643e-05,-5.088793841423467e-05,0.00014852802269160748,3.92385118175298e-05,-5.735123522754293e-06,-0.0001529478031443432,-1.618296664673835e-05,-5.179967774893157e-05,3.374719017301686e-05,-0.0001566493301652372,3.792852112383116e-06,-3.8695987313985825e-05,1.8111437384504825e-05,-1.837619856814854e-05,2.8489976102719083e-06,-7.668367470614612e-05,0.00010561482486082241,-6.85640552546829e-05,-7.575895142508671e-05,1.0
-2.6836620236281306e-05,-1.6318013877025805e-05,-4.802602779818699e-05,0.00015307514695450664,3.5211953218095005e-05,-1.3402410331764258e-05,-0.00012775155482813716,-2.550555655034259e-05,-4.790989987668581e-05,2.7059797503170557e-05,-0.0001537535572424531,6.8632270995294675e-06,-3.632861262303777e-05,2.830036828527227e-05,-3.3428506867494434e-05,-6.302536348812282e-06,-8.56963888509199e-05,0.00010689420741982758,-6.05477143835742e-05,-9.006148320622742e-05,1.0
4.1984181734733284e-05,-9.995574509957805e-05,-8.940733096096665e-05,-9.765994036570191e-06,2.0732448319904506e-05,-1.8560476746642962e-05,-1.60365852934774e-05,-8.585491741541773e-06,-4.2462874262128025e-05,6.909876537974924e-05,-5.1380807235545944e-06,-8.118791447486728e-05,-2.1820160327479243e-06,-6.469659274443984e-05,4.464128869585693e-05,2.1420346456579864e-05,-1.4219452168617863e-05,5.8576315495884046e-05,3.8237805711105466e-05,1.419694035575958e-05,2.0
-4.220480332151055e-05,3.81784702767618e-05,-8.266717486549169e-05,-7.74625914345961e-06,-1.9252056517871097e-05,5.910861727898009e-05,-7.004539656918496e-05,2.4639150069560856e-05,1.5645669918740168e-05,-8.06747266324237e-06,-8.209301449824125e-05,-2.9185001039877534e-05,-1.481725303165149e-05,-0.00014552727225236595,0.00011956381786148995,0.00019901069754268974,-2.576591032266151e-05,5.533878720598295e-05,3.547397500369698e-05,4.0672548493603244e-05,7.0
-5.579759454121813e-05,1.777953002601862e-06,-8.129538036882877e-05,-5.434429840533994e-05,1.943337883858476e-05,6.392427894752473e-05,0.0001378305460093543,-2.6461024390300736e-05,0.00010729164932854474,-2.290260454174131e-05,-6.920971645740792e-05,-1.9088633052888326e-05,5.530650742002763e-05,-0.0001439987972844392,-2.8049071261193603e-05,1.2627664546016604e-05,2.5247114535886794e-05,5.370303551899269e-05,-9.276793571189046e-05,1.4332033060782123e-05,0.0
-4.225880547892302e-05,-1.980934030143544e-06,-7.37159134587273e-05,-3.8398997276090086e-05,4.241680471750442e-06,5.807582783745602e-05,0.00012200891796965152,-2.470171602908522e-05,0.00010473917791387066,-1.6227979358518496e-05,-5.186570342630148e-05,-2.549558848841116e-05,5.533150761038996e-05,-0.000144090416142717,-2.608255817904137e-05,1.1407857527956367e-05,3.309953899588436e-05,4.3139825720572844e-05,-7.869696128182113e-05,1.9755094399442896e-05,0.0
-1.7942093109013513e-06,-5.924106517340988e-05,-3.4412525565130636e-05,9.62602935032919e-05,1.4239752999856137e-05,7.86543678259477e-05,3.575512528186664e-05,-3.194933742634021e-05,-1.9464234355837107e-05,6.834178202552721e-05,-3.620700226747431e-05,8.260504546342418e-05,1.018343391478993e-05,-6.753708294127136e-05,-3.942799230571836e-05,2.090605630655773e-05,-2.1061834559077397e-05,3.9088619814720005e-05,1.2097874787286855e-05,-2.4886337996576913e-05,10.0
-2.5824243493843824e-05,-2.2773321688873693e-05,-5.725623850594275e-05,0.00014977535465732217,4.4051779696019366e-05,-4.031010121252621e-06,-0.00015549894305877388,-2.523508737795055e-05,-4.2170639062533155e-05,2.44162274611881e-05,-0.00013176350330468267,-1.4282055417425e-05,-2.870830212486908e-05,2.414173650322482e-05,-2.243512062705122e-05,5.525702363229357e-06,-6.391240458469838e-05,0.00011495805665617809,-6.0032129113096744e-05,-6.898879655636847e-05,1.0
7.813736738171428e-05,-4.2827348806895316e-05,-0.0001179472601506859,-3.061765892198309e-05,-5.5655764299444854e-05,-2.8038972232025117e-05,0.00010333153477404267,-5.1730487029999495e-05,-4.9435835535405204e-05,7.908249244792387e-05,-8.382485248148441e-05,-1.7691985704004765e-05,-7.005389488767833e-05,-3.7573678127955645e-05,-9.438590495847166e-06,1.4120087143965065e-06,-9.725185373099521e-05,2.7646879061649088e-06,7.79278707341291e-05,1.8294831534149125e-05,9.0
-1.747473652358167e-05,-2.9680082661798224e-05,-5.819192301714793e-05,0.00015394399815704674,4.3138436012668535e-05,-2.5338313207612373e-06,-0.0001515398471383378,-1.597824302734807e-05,-5.931598934694193e-05,3.653399835457094e-05,-0.0001486603869125247,-4.928087946609594e-06,-3.473944525467232e-05,1.2898453860543668e-05,-2.7592312108026817e-05,1.4950946933822706e-06,-8.902049739845097e-05,0.000115156639367342,-6.537060835398734e-05,-8.204330515582114e-05,1.0
-1.7319349353783764e-05,-2.9808188628521748e-05,-4.9175458116224036e-05,0.00015972433902788907,4.501497096498497e-05,-4.7185585572151467e-07,-0.00016730334027670324,-1.9250706827733666e-05,-5.421004971140064e-05,2.5399365767952986e-05,-0.00015104867634363472,-2.0080933609278873e-06,-3.2518160878680646e-05,2.297518221894279e-05,-1.7671245586825535e-05,8.010536475921981e-06,-8.427108696196228e-05,0.0001205708394991234,-7.602333789691329e-05,-7.651747000636533e-05,1.0
-3.076403299928643e-05,-2.9148901376174763e-05,-4.6929362724768e-05,0.0001601614203536883,4.78822439617943e-05,4.188156708551105e-06,-0.0001598653761902824,-2.026550646405667e-05,-5.367052654037252e-05,3.123475471511483e-05,-0.00013345172919798642,3.4069726098096e-06,-3.66927997674793e-05,1.7514466890133917e-05,-2.333281736355275e-05,7.157435902627185e-06,-7.404025382129475e-05,0.0001150962634710595,-7.686093158554286e-05,-8.401495142607018e-05,1.0
-4.235106462147087e-05,4.362278923508711e-05,-7.210928743006662e-05,-6.926637070137076e-06,-2.1304625988705084e-05,6.074020348023623e-05,-7.372059917543083e-05,3.0227387469494715e-05,8.375899597012904e-06,-3.624935561674647e-05,-9.830378257902339e-05,-2.157103517674841e-05,-2.0998808395233937e-05,-0.00014308432582765818,9.886604675557464e-05,0.00018710803124122322,-4.5832726755179465e-05,6.165370723465458e-05,3.5612414649222046e-05,4.286197145120241e-05,7.0
-3.385559830348939e-05,3.946083234040998e-05,-6.48067652946338e-05,2.535402018111199e-06,-7.640873263881076e-06,6.789721373934299e-05,-8.623511530458927e-05,3.405906318221241e-05,6.602931080124108e-06,-2.263529495394323e-06,-7.890166307333857e-05,-1.9254703147453256e-05,-2.570377546362579e-07,-0.0001470413408242166,0.00010593622573651373,0.0002126501058228314,-3.4217198844999075e-05,4.5066713937558234e-05,4.693391747423448e-05,5.078266985947266e-05,7.0
-3.175357051077299e-05,-2.4245697204605676e-05,-5.1647337386384606e-05,0.00016069805133156478,5.0323797040618956e-05,6.918391591170803e-06,-0.00015456123219337314,-8.659808372613043e-06,-5.66314956813585e-05,2.6104746211785823e-05,-0.00014850574370939285,-5.531303031602874e-06,-2.96253856504336e-05,1.3728553312830627e-05,-2.947160101030022e-05,8.752549547352828e-06,-7.130340236471966e-05,0.00012434381642378867,-7.878762698965147e-05,-7.668836042284966e-05,1.0
5.3381612815428525e-05,-0.0001104115362977609,-7.679137343075126e-05,-1.747483474900946e-05,-8.435639529125183e-07,-3.1826421036385e-06,-1.1329100743751042e-05,-9.963378033717163e-06,-3.594507506932132e-05,3.513275441946462e-05,-1.590253486938309e-05,-0.00010132741590496153,2.1121402824064717e-05,-8.235796121880412e-05,3.651074803201482e-05,1.6123904060805216e-06,-1.8234227354696486e-06,6.717321230098605e-05,1.5768513549119234e-05,-2.7935153411817737e-05,2.0
2.43549766310025e-05,-3.818078766926192e-05,-4.776988134835847e-05,8.487567538395524e-05,1.0447428394400049e-05,9.817184036364779e-05,4.9758373279473744e-06,-1.35866466735024e-05,-2.6886051273322664e-05,5.845199848408811e-05,-2.7024168957723305e-05,6.395635864464566e-05,1.0855586879188195e-05,-4.577892104862258e-05,-1.57181202666834e-05,4.657734098145738e-05,-2.3849564968259074e-05,3.8666454202029854e-05,1.2844897355535068e-05,-2.5977762561524287e-05,10.0
6.528804078698158e-05,-0.00012430647620931268,-7.090738654369488e-05,-2.3987287931959145e-05,1.1301524864393286e-05,-9.1140391305089e-06,-8.002552931429818e-06,-3.777715392061509e-06,-4.7085239202715456e-05,4.52328531537205e-05,-1.814603092498146e-05,-0.00010114920587511733,9.430234058527276e-06,-8.75991681823507e-05,3.456628473941237e-05,7.652550266357139e-06,-3.63416074833367e-06,6.744216079823673e-05,2.7919690182898194e-05,-5.822239472763613e-06,2.0
-6.458650750573725e-05,-1.6647209122311324e-06,-7.065166573738679e-05,-3.15072902594693e-05,1.569670348544605e-05,5.755508755100891e-05,0.00012278169742785394,-3.291535904281773e-05,0.00010917468898696825,-2.919800317613408e-05,-7.072745938785374e-05,-1.2169024557806551e-05,6.076187128201127e-05,-0.00014034792548045516,-3.5560315154725686e-05,1.1718595487764105e-05,3.092872429988347e-05,5.1877530495403334e-05,-9.23855768633075e-05,1.5292151147150435e-05,0.0
5.088601028546691e-06,-7.714788807788864e-06,-5.2761868573725224e-05,4.396641088533215e-05,5.887339648324996e-05,0.00016079308988992125,-6.42583763692528e-05,-1.8901859220932238e-05,-7.284294406417757e-05,4.648813046514988e-06,-1.817045449570287e-05,5.990342287987005e-06,2.384627441642806e-05,-7.705488678766415e-05,4.277346670278348e-05,0.00011801082291640341,-2.1282879970385693e-05,2.5791203370317817e-05,-6.310449680313468e-05,4.515063119470142e-05,5.0
5.793698801426217e-05,-3.548798122210428e-05,-0.00010244041914120317,-2.3967695597093552e-05,-6.307040166575462e-05,-3.7538226024480537e-05,0.0001008992112474516,-4.771201201947406e-05,-3.316621950943954e-05,8.799419447313994e-05,-6.082525578676723e-05,-2.0172425138298422e-05,-5.676098226103932e-05,-5.173513636691496e-05,1.6441023035440594e-05,2.0973711798433214e-06,-8.894745405996218e-05,1.786122447811067e-05,7.578001532237977e-05,4.3666779674822465e-05,9.0
2.761473115242552e-05,-0.0001094084364012815,-7.09637242835015e-05,-4.29350693593733e-05,6.822508566983743e-06,8.997660188470036e-06,-4.1868770495057106e-07,5.064335709903389e-06,-1.1534335499163717e-05,4.951364462613128e-05,2.263750502606854e-06,-0.00012238224735483527,3.090544123551808e-05,-0.00010967097477987409,6.520705937873572e-05,2.1441945136757568e-05,2.606849739095196e-05,5.263038838165812e-05,2.1351992472773418e-05,1.2056700143148191e-05,2.0
4.7820256440900266e-05,-9.9171869806014e-05,-8.402184175793082e-05,-2.9294935302459635e-05,-1.6545771359233186e-05,3.7432728277053684e-06,6.200606730999425e-05,-9.05027991393581e-06,-2.3654538381379098e-06,5.232989860814996e-05,6.8266908783698454e-06,-4.905753303319216e-05,2.586602931842208e-05,-9.544790373183787e-05,1.0581279639154673e-05,-6.3853804022073746e-06,-1.535435330879409e-05,2.5703178835101426e-05,3.7962057831464335e-05,1.971685833268566e-06,2.0
-3.887024649884552e-05,4.2198898881906644e-05,-7.068150443956256e-05,-4.981508027412929e-06,3.2505749913980253e-06,6.371848576236516e-05,-8.69116629473865e-05,2.98340182780521e-05,3.110394754912704e-05,-1.5693844034103677e-05,-9.01602252270095e-05,-5.375071123125963e-05,-1.9077540855505504e-05,-0.00017126751481555402,0.00011240945605095476,0.00020094896899536252,-3.823584847850725e-05,5.565791798289865e-05,5.3024294174974784e-05,4.088472269359045e-05,7.0
6.51254813419655e-05,-7.523998647229746e-05,-9.906345076160505e-05,-8.773262379691005e-06,-3.95640054193791e-05,-2.2551132133230567e-05,4.338954749982804e-05,-3.812790964730084e-05,-5.054673965787515e-05,6.953408592380583e-05,-6.044533074600622e-05,-3.681097587104887e-05,-2.105567546095699e-05,-5.2165072702337056e-05,-8.21702997200191e-07,2.9589464247692376e-06,-5.601597877102904e-05,2.2215266653802246e-05,5.584163227467798e-05,-4.5544893509941176e-06,9.0
-1.1041123798349872e-05,-2.186838537454605e-05,-5.5625492677791044e-05,0.0001450841227779165,4.124667611904442e-05,9.520944331598002e-06,-0.00016693968791514635,-2.5216490030288696e-05,-6.13658266956918e-05,2.9542607080657035e-05,-0.00014210291556082666,-5.803100066259503e-06,-5.1035596698056906e-05,2.4466811737511307e-05,-2.3869884898886085e-05,2.16220723814331e-06,-8.75887053553015e-05,0.00010852112609427422,-6.983592174947262e-05,-7.084170647431165e-05,1.0
-8.186951890820637e-05,8.591248479206115e-05,0.00010473410657141358,0.00010538718197494745,-6.973238487262279e-05,0.00016321093426086009,-6.658857455477118e-05,2.844887785613537e-05,1.9081280697719194e-05,-3.963316703448072e-05,-8.533467189408839e-05,7.172884215833619e-05,4.823404742637649e-05,-3.599495903472416e-05,5.401465023169294e-05,0.00012725676060654223,2.8300128178671002e-06,2.117608346452471e-05,-1.335049637418706e-05,1.2627315300051123e-05,4.0
-6.091594696044922e-05,4.716199327958748e-06,-3.324668068671599e-05,3.3668129617581144e-05,-5.1415270718280226e-05,7.764284237055108e-05,-7.055511377984658e-05,4.5427183067658916e-05,1.769900154613424e-05,-9.938363655237481e-05,-0.00013183974078856409,-2.9202328732935712e-05,1.6715042875148356e-05,-5.7835932238958776e-05,4.5446875446941704e-05,0.00011966215242864564,-7.524710963480175e-05,2.1205249140621163e-05,-4.574781269184314e-05,-1.966488707694225e-05,11.0
3.289352753199637e-05,-0.00010812668915605173,-7.788217772031203e-05,-2.331505311303772e-05,2.959223093057517e-05,-4.369743692222983e-06,-2.987244624819141e-05,-7.839422323741019e-06,-1.698912456049584e-05,3.64397928933613e-05,1.3514203601516783e-05,-0.00012972665717825294,3.0508177587762475e-05,-9.80177937890403e-05,5.712876736652106e-05,2.3381699065794237e-05,1.0559015208855271e-05,7.495388854295015e-05,1.769519440131262e-05,3.3281612559221685e-06,2.0
5.001680983696133e-05,-4.0966358938021585e-05,-0.00010960230429191142,2.6360185074736364e-06,-1.021329990180675e-05,3.815563104581088e-06,2.7868936740560457e-05,-4.535683910944499e-05,-5.018091178499162e-05,6.780805415473878e-05,-8.973725198302418e-05,-6.733122063451447e-06,-4.50040606665425e-05,-6.279163062572479e-05,4.096364136785269e-08,4.512194936978631e-05,-5.702004273189232e-05,4.1123421397060156e-05,5.301575947669335e-05,1.8195023585576564e-05,9.0
-3.219598875148222e-05,-3.821830250672065e-05,-5.245046122581698e-05,0.00014711676340084523,5.251763650448993e-05,-8.721112862986047e-07,-0.0001543030666653067,-1.8411512428428978e-05,-4.864047150476836e-05,2.365255932090804e-05,-0.0001401003828505054,3.4641216188902035e-06,-2.7630036129266955e-05,1.692805381026119e-05,-2.0600939024006948e-05,1.2590187907335348e-05,-7.244492007885128e-05,0.00010190758621320128,-7.140952948248014e-05,-8.089635230135173e-05,1.0
6.971349648665637e-05,-0.00011882957187481225,-7.019727490842342e-05,-2.069311449304223e-06,1.0435516742290929e-05,-5.164220056030899e-06,-2.7869084078702144e-05,-6.765811122022569e-06,-3.354756336193532e-05,4.9649173888610676e-05,-1.8407423340249807e-05,-8.565631287638098e-05,4.125176928937435e-07,-7.735005056019872e-05,2.915173172368668e-05,-3.8378329918487e-06,-1.1541515050339513e-05,7.258119876496494e-05,-1.1834201359306462e-05,-3.318742528790608e-05,2.0
-1.9993532987427898e-05,-4.246205207891762e-05,-4.600252941600047e-05,0.0001413473510183394,4.164821802987717e-05,2.1725118131143972e-05,-0.0001476296311011538,-1.1532603821251541e-05,-3.8803751522209495e-05,2.1700978322769515e-05,-0.00010244657460134476,-1.717907616693992e-05,-9.765576578502078e-06,-6.457841664087027e-06,-2.725660669966601e-05,3.7838544812984765e-06,-6.079361992306076e-05,0.0001144146517617628,-4.0029684896580875e-05,-7.310348883038387e-05,1.0
-5.738560503232293e-06,-2.155427500838414e-05,-3.7576355680357665e-05,0.00014488812303170562,2.9922739486210048e-05,8.525086741428822e-06,-0.0001358519948553294,-3.335716974106617e-05,-4.620437539415434e-05,3.4591354051372036e-05,-0.0001470805873395875,-1.0748345630418044e-05,-2.4932087399065495e-05,1.7894482880365103e-05,-1.2063657777616754e-05,5.703337592422031e-06,-6.118469900684431e-05,0.00010871150880120695,-6.234296597540379e-05,-7.20469033694826e-05,1.0
-1.0957974154734984e-05,-7.843154162401333e-05,-6.6309621615801e-05,9.735271305544302e-06,1.1822619853774086e-05,4.1227322071790695e-06,-4.27259728894569e-05,1.1098974027845543e-05,1.9597124264691956e-05,3.141116758342832e-05,-3.7771769711980596e-06,-8.671607793075964e-05,5.3914260206511244e-05,-8.070218609645963e-05,3.9961047150427476e-05,2.3259854060597718e-05,2.4293183287227293e-06,7.274627569131553e-05,-1.0331819794373587e-05,2.574157406343147e-06,2.0
-6.378503167070448e-05,8.525419616489671e-06,-6.35167962173e-05,-3.8250316720223054e-05,-7.332012501137797e-06,4.526562042883597e-05,0.00012517829600255936,-4.286109106033109e-05,0.00010600966197671369,-1.683324808254838e-05,-6.693189061479643e-05,-2.0164430679869838e-05,5.703592250938527e-05,-0.00012977028382010758,-1.893936496344395e-05,1.2791868357453495e-05,2.1691821530112065e-05,4.248211917001754e-05,-7.493286102544516e-05,1.6068670447566546e-05,0.0
-9.002694423543289e-05,9.108152880799025e-05,9.396151290275156e-05,8.311894634971395e-05,-7.748565985821187e-05,0.00017080552061088383,-8.318266918649897e-05,3.644424941739999e-05,9.81461926130578e-06,-4.7009336412884295e-05,-8.009897283045575e-05,7.528006244683638e-05,3.8511992897838354e-05,-5.3065534302731976e-05,6.600456981686875e-05,0.00013468804536387324,-4.121291567571461e-06,3.5591561754699796e-05,-3.276551069575362e-06,1.9310049538034946e-05,4.0
-8.607521886005998e-05,8.078574319370091e-05,9.41292819334194e-05,0.00010094526805914938,-7.039648335194215e-05,0.00016646063886582851,-6.938628212083131e-05,3.843099329969846e-05,2.2998121494310908e-05,-5.724709990317933e-05,-7.679560803808272e-05,7.481323700631037e-05,4.7530847950838506e-05,-5.984413655824028e-05,6.237717025214806e-05,0.00011908644955838099,-2.7423884603194892e-06,2.0324203433119692e-05,-1.8767632354865782e-05,-3.1574309105053544e-06,4.0
-9.03519758139737e-05,7.771501259412616e-05,9.596525342203677e-05,9.559583122609183e-05,-6.284887058427557e-05,0.00015811860794201493,-7.636773079866543e-05,2.235842839581892e-05,1.7307869711657986e-05,-4.5324399252422154e-05,-7.79385882196948e-05,6.558262248290703e-05,5.208921356825158e-05,-5.640406743623316e-05,5.269406028673984e-05,0.00012313039042055607,9.682844392955303e-07,2.525423224142287e-05,-7.411697879433632e-06,1.690447243163362e-05,4.0
-3.037586975551676e-05,-2.1252973965601996e-05,-4.332112803240307e-05,0.00014195156109053642,4.969565270585008e-05,1.1902317055501044e-05,-0.00015487091150134802,-1.7422982637071982e-05,-4.449395783012733e-05,3.146916060359217e-05,-0.00013214116916060448,-2.277111343573779e-05,-1.6484405932715163e-05,-8.086142770480365e-06,-2.9464041290339082e-05,1.644299118197523e-05,-5.425394920166582e-05,0.0001006572347250767,-6.237061461433768e-05,-8.75320693012327e-05,1.0
-2.0589750420185737e-05,-2.9089978852425702e-05,-4.840706242248416e-05,0.00013446055527310818,2.8380391086102463e-05,-8.875479124981211e-07,-0.00012942358443979174,-2.147272607544437e-05,-4.1113653423963115e-05,3.5649856727104634e-05,-0.00013694752124138176,2.2873191483085975e-06,-2.3698288714513183e-05,3.974040737375617e-06,-2.8760652639903128e-05,-2.7604710339801386e-06,-6.579607725143433e-05,0.00010881270281970501,-4.614983481587842e-05,-5.962990326224826e-05,1.0
-5.6212636991404e-05,4.3952848500339314e-05,-6.77533753332682e-05,-1.173033524537459e-05,-8.379804057767615e-06,5.356074689188972e-05,-6.185343954712152e-05,1.765019078447949e-05,1.0736161129898392e-05,-2.0189103452139534e-05,-8.673756383359432e-05,-2.8235745048732497e-06,-2.8156875487184152e-05,-0.00012969110684935004,0.00011218256258871406,0.00019206973956897855,-3.622345320763998e-05,4.09030108130537e-05,4.425084262038581e-05,5.7323202781844884e-05,7.0
-1.925373544509057e-05,-2.316724021511618e-05,-5.505767330760136e-05,0.00014916149666532874,3.4932891139760613e-05,-1.0197019946645014e-05,-0.00015662351506762207,-1.639574475120753e-05,-5.955584128969349e-05,3.628859849413857e-05,-0.00015368330059573054,-5.066479388915468e-06,-4.212352723698132e-05,1.859366602730006e-05,-2.126324034179561e-05,-1.0369833034928888e-05,-9.553192649036646e-05,0.00011412556341383606,-6.266294076340273e-05,-7.492732402170077e-05,1.0
-2.094768569804728e-05,-4.649997936212458e-05,-4.321325832279399e-05,0.00014994072262197733,5.439421511255205e-05,1.0123598258360289e-05,-0.00013705070887226611,-6.464084435719997e-06,-5.386395059758797e-05,3.2534509955439717e-05,-0.00014173207455314696,-1.1445449672464747e-05,-2.8152007871540263e-05,5.9459853218868375e-06,-2.1695756004191935e-05,2.0315746951382607e-06,-6.291374302236363e-05,0.00012146680091973394,-6.973879499128088e-05,-7.750133954687044e-05,1.0
-7.438447937602177e-06,-3.655433829408139e-05,-6.750361353624612e-05,0.00013546727132052183,3.919889059034176e-05,-1.7558388208271936e-05,-0.00014323712093755603,-2.7179728931514546e-05,-5.0034926971420646e-05,3.9231570553965867e-05,-0.00014757292228750885,-1.551811146782711e-05,-5.176612103241496e-05,3.427870979066938e-05,-3.869041756843217e-05,-4.1751936805667356e-06,-9.361968841403723e-05,0.0001004853256745264,-5.5152213462861255e-05,-7.76954839238897e-05,1.0
-3.400420246180147e-05,-3.224934698664583e-05,-4.424841972650029e-05,0.00014385359827429056,4.155185160925612e-05,3.289557571406476e-05,-0.000125411621411331,-1.5855752280913293e-05,-3.6769899452337995e-05,2.4435632440145127e-05,-0.0001360077876597643,-9.711884558782913e-06,-2.1839417968294583e-05,1.218909164890647e-05,-3.198191188857891e-05,1.7701857359497808e-05,-7.428110984619707e-05,0.00010979567014146596,-5.989330747979693e-05,-7.780944724800065e-05,1.0
-8.101986168185249e-06,-3.032093445654027e-05,-7.567709690192714e-05,-4.653747600968927e-05,-1.1750670637411531e-05,3.4641790989553556e-05,0.00010325708717573434,-2.38238262681989e-05,4.9883779865922406e-05,1.5289417206076905e-05,-4.321366941439919e-05,-1.798593621060718e-05,3.6087643820792437e-05,-0.00012134967255406082,-1.1578493285924196e-05,7.236612873384729e-06,4.46657941211015e-06,1.579085801495239e-05,-1.0261430361424573e-05,1.7418269635527395e-05,0.0
